"id","mssubclass","lotshape","landcontour","landslope","bldgtype","housestyle","overallqual","overallcond","lotfrontage","lotarea","garagearea","grlivarea","totalbsmtsf","saleprice","moderately_irregular","slightly_irregular","regular","irregular","depression","hillside","banked","near_flat_level","gentle_slope","moderate_slope","severe_slope","ordinal_encoded_overallqual","ordinal_encoded_overallcond","mean_encoded_mssubclass","mean_encoded_bldgtype","mean_encoded_housestyle","norm_lotfrontage","norm_lotarea","norm_garagearea","norm_grlivarea","norm_totalbsmtsf","norm_saleprice","std_lotfrontage","std_lotarea","std_garagearea","std_grlivarea","std_totalbsmtsf","std_saleprice"
52,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Above Average","52","6240","528","1176","816","114500",0,0,1,0,0,0,0,1,1,0,0,5,5,"143302.972222222222","185763.807377049180","143116.740259740260","-0.06181492591789946747","-0.01999031565211517446","0.03880103174449832870","-0.06395322129429860330","-0.03951382194022823576","-0.09223885000751417720","-0.74326303746667621307","-0.42848557884860687042","0.25733684344886864380","-0.64600641496591468282","-0.55032259376441314403","-0.83609143065803989641"
53,"DUPLEX - ALL STYLES AND AGES","Moderately Irregular","Banked - Quick and significant rise from street grade to building","Moderate Slope","Duplex","One story","Average","Average","110","8472","516","816","816","110000",1,0,0,0,0,0,1,0,0,1,0,4,4,"133541.076923076923","133541.076923076923","175985.477961432507","0.13681521106840190240","-0.00955772783748992031","0.03033840833124021869","-0.13177537653167614663","-0.03951382194022823576","-0.09848798207250515067","1.6450669128910012","-0.20486662723062021397","0.20121089270599647257","-1.3310938346994685","-0.55032259376441314403","-0.89273617165560974410"
54,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Depression","Gentle slope","Single-family Detached","One story","Excellent","Average","68","50271","894","1842","1842","385000",0,1,0,0,1,0,0,0,1,0,0,9,4,"185224.811567164179","185763.807377049180","175985.477961432507","-0.00702040536995426199","0.18581491466408758793","0.29691104584887068413","0.06151776589484985187","0.12840761832163755802","0.28340342189916545063","-0.08441339598869622963","3.9828791427874014","1.9691783411064699","0.62140531154115993526","1.7883770818416101","2.5688868893069921"
55,"SPLIT OR MULTI-LEVEL","Regular","Banked - Quick and significant rise from street grade to building","Moderate Slope","Single-family Detached","Split Level","Average","Average","60","7134","572","1360","384","130000",0,0,1,0,0,0,1,0,0,1,0,4,4,"169736.551724137931","185763.807377049180","166703.384615384615","-0.03441766564392686473","-0.01581167160808516675","0.06983065092644473209","-0.02928856417297230337","-0.11021758626101383314","-0.07071406178365637967","-0.41383821672768622135","-0.33891777295860683867","0.46313199617273327163","-0.29585062265765382737","-1.5350382466511598","-0.64098176722196597657"
56,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average","100","10175","576","1425","1425","180500",0,1,0,0,0,0,0,1,1,0,0,5,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.10256863572593614897","-0.00159773812050658347","0.07265152539753076876","-0.01704289725511246916","0.06015884581754590499","-0.00058491305431323288","1.2332858869672637","-0.03424697014933380002","0.48184064642035732870","-0.17215428298353993822","0.83785294468009772581","-0.00530189602701546355"
57,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse Inside Unit","Two story","Very Good","Average","24","2645","480","1739","970","172500",0,0,1,0,0,0,0,1,1,0,0,8,4,"138647.380952380952","135911.627906976744","210051.764044943820","-0.15770533687680357705","-0.03679369969941705111","0.00495053809146588865","0.04211309370193349919","-0.01430923928883707373","-0.01169448116985274129","-1.8962499100531412","-0.78866036875302534262","0.03283304047737995890","0.42539418867294869553","-0.19928969898534142981","-0.10600365780047297056"
58,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average","89","11645","565","1720","860","196500",0,1,0,0,0,0,0,1,1,0,0,7,4,"239948.501672240803","185763.807377049180","210051.764044943820","0.06489740284922382021","0.00527318664987832854","0.06489412060204416791","0.03853359106440523996","-0.03231251261125933232","0.02163422317676578392","0.78032675845115249864","0.11302895228724343340","0.43039185823939117174","0.38923679707590002024","-0.45002748097039265425","0.19610162751989955048"
59,"2-STORY 1946 & NEWER","Moderately Irregular","Hillside - Significant slope from side to side","Gentle slope","Single-family Detached","Two story","Very Excellent","Average","66","13682","641","2945","1410","438780",1,0,0,0,0,1,0,0,1,0,0,10,4,"239948.501672240803","185763.807377049180","210051.764044943820","-0.01386972043844741267","0.01479432526026884947","0.11849073555267886467","0.26931731374714826935","0.05770385400085196064","0.35808749355587979586","-0.16676960117344372756","0.31711130194935759971","0.78585621294424825617","2.7204370447803541","0.80366142895486346794","3.2458544828290602"
60,"1-STORY 1946 & NEWER ALL STYLES","Regular","Banked - Quick and significant rise from street grade to building","Gentle slope","Single-family Detached","One story","Average","Good","60","7200","352","780","780","124900",0,0,1,0,0,0,1,0,1,0,0,4,7,"185224.811567164179","185763.807377049180","175985.477961432507","-0.03441766564392686473","-0.01550318110819033396","-0.08531744498328728484","-0.13855759205541390096","-0.04540580230029370221","-0.07779641145731281628","-0.41383821672768622135","-0.33230538460431153431","-0.56584376744658986751","-1.3996025766728239","-0.63238223150497536293","-0.70517914035254513729"
61,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average","63","13072","576","1158","1158","158000",0,0,1,0,0,0,0,1,1,0,0,5,4,"185224.811567164179","185763.807377049180","175985.477961432507","-0.02414369304118713870","0.01194312518548327374","0.07265152539753076876","-0.06734432905616748046","0.01645999148039369550","-0.03183057337926810026","-0.29030390895056497445","0.25599680352329493822","0.48184064642035732870","-0.68026078595259237520","0.22924396477092793559","-0.28852560101486470202"
62,"2-1/2 STORY ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two and one-half story: 2nd level unfinished","Average","Good","60","7200","288","1111","530","101000",0,0,1,0,0,0,0,1,1,0,0,4,7,"192437.500000000000","185763.807377049180","157354.545454545455","-0.03441766564392686473","-0.01550318110819033396","-0.13045143652066387158","-0.07619888821215843751","-0.08632233257852610810","-0.11098624620248709763","-0.41383821672768622135","-0.33230538460431153431","-0.86518217140857478071","-0.76970275464002857197","-1.2022408269255463","-1.00602565365074943949"
63,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Very Good","Average","44","6442","484","1370","1370","202500",0,1,0,0,0,0,0,1,1,0,0,8,4,"200779.080459770115","181959.342105263158","175985.477961432507","-0.08921218619187207021","-0.01904614775849765594","0.00777141256255192532","-0.02740461541637848272","0.05115720915633477570","0.02996639926342041522","-1.0726878582056662","-0.40824766297636972678","0.05154169072500401597","-0.27682041655394399827","0.71248405368757211360","0.27162794884999268074"
64,"2-STORY 1945 & OLDER","Slightly irregular","Banked - Quick and significant rise from street grade to building","Gentle slope","Single-family Detached","Two story","Good","Above Average","50","10300","480","1710","576","140000",0,1,0,0,0,0,1,0,1,0,0,7,5,"166772.416666666667","185763.807377049180","210051.764044943820","-0.06866424098639261815","-0.00101347581009970319","0.00495053809146588865","0.03664964230781141931","-0.07879369100733134542","-0.05682710163923199417","-0.82561924265142371100","-0.02172350735710784479","0.03283304047737995890","0.37020659097219019114","-1.0973868453681613","-0.51510456500514409280"
65,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average","NA","9375","645","2034","1057","219500",0,0,1,0,0,0,0,1,1,0,0,7,4,"239948.501672240803","185763.807377049180","210051.764044943820",NULL,"-0.00533701690711061721","0.12131161002376490134","0.09768958202145120831","-0.000070286752012196481178","0.05357423150894187057",NULL,"-0.11439713201957991344","0.80456486319187231325","0.98678526873238865399","-0.00097890777898273412","0.48561919261858988315"
66,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Very Good","Average","76","9591","852","2473","1143","317000",0,0,1,0,0,0,0,1,1,0,0,8,4,"239948.501672240803","185763.807377049180","210051.764044943820","0.02037685490401834075","-0.00432741163472752810","0.26729186390246729908","0.18039493243591993476","0.01400499966369975115","0.18897209291707962922","0.24501142475029376209","-0.09275658831461346282","1.7727375135064173","1.8222113166852502","0.19505244904569367771","1.7129219142326032"
67,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average","NA","19900","576","2207","1947","180000",0,0,1,0,0,0,0,1,1,0,0,7,4,"185224.811567164179","185763.807377049180","175985.477961432507",NULL,"0.04385786962914870177","0.07265152539753076876","0.13028189551052430552","0.14559256103849516849","-0.00127926106153445216",NULL,"0.94007843508584551629","0.48184064642035732870","1.3160078343265687","2.0277176919182499","-0.01159575613785655773"
68,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average","72","10665","558","1479","1453","226000",0,1,0,0,0,0,0,1,1,0,0,7,4,"185224.811567164179","185763.807377049180","175985.477961432507","0.00667822476703203938","0.00069257013628838720","0.05995759027764360374","-0.00686957396950583766","0.06474149720870793445","0.06260075560281772115","0.08029901438079876623","0.01484500399619194446","0.39765172030604907186","-0.06939117002350686108","0.90167710736720167385","0.56743937405952410759"
69,"1-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Above Average","47","4608","220","747","747","80000",0,0,1,0,0,0,0,1,1,0,0,3,5,"95829.724637681159","185763.807377049180","175985.477961432507","-0.07893821358913234418","-0.02761844437678740330","-0.17840630252912649499","-0.14477462295217350910","-0.05080678429702037979","-0.14014886250577830718","-0.94915355042854495789","-0.59199190906390894180","-1.1832292256181838","-1.4624022568150664","-0.70760356610049073027","-1.2703677783060754"
70,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Good","Below Average","81","15593","667","2287","1304","225000",0,0,1,0,0,0,0,1,1,0,0,7,3,"143302.972222222222","185763.807377049180","143116.740259740260","0.03750014257525121747","0.02372652746176923508","0.13682641961473810303","0.14535348556327487070","0.04035524516288142054","0.06121205958837528260","0.45090193771216250692","0.50857000111690800315","0.90746243955380462716","1.4682494831562473","0.56204138449654137893","0.55485165383784191922"
71,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Above Average","95","13651","516","2223","2223","244000",0,1,0,0,0,0,0,1,1,0,0,7,5,"185224.811567164179","185763.807377049180","175985.477961432507","0.08544534805470327226","0.01464942820728794316","0.03033840833124021869","0.13329621352107441856","0.19076441046566374460","0.08759728386278161505","1.02739537400539499243","0.31400548317688556281","0.20121089270599647257","1.3464561640925044","2.6568415812625602","0.79401833804980349837"
72,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Above Average","69","7599","360","845","845","129500",0,0,1,0,0,0,0,1,1,0,0,3,5,"185224.811567164179","185763.807377049180","175985.477961432507","-0.00359574783570768664","-0.01363821581337157213","-0.07967569604111521150","-0.12631192513755406675","-0.03476750442795327668","-0.07140840979087759894","-0.04323529339632248066","-0.29233049137152628524","-0.52842646695134175336","-1.2759062369987100","-0.48421899669562691213","-0.64727562733280707076"
73,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average","74","10141","427","1718","832","185000",0,1,0,0,0,0,0,1,1,0,0,7,4,"239948.501672240803","185763.807377049180","210051.764044943820","0.01352753983552519007","-0.00175665746893725490","-0.03242604865042409725","0.03815680131308647583","-0.03689516400242136178","0.00566421901067774059","0.16265521956554626416","-0.03765335202881925984","-0.21505657530363879735","0.38543075585515805442","-0.51385164365749660229","0.05134284497055438415"
74,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good","85","10200","490","1086","1086","144900",0,0,1,0,0,0,0,1,1,0,0,4,7,"185224.811567164179","185763.807377049180","175985.477961432507","0.05119877271223751884","-0.00148088565842520741","0.01200272426918098032","-0.08090876010364298913","0.00467603076026276260","-0.05002249116846404527","0.61561434808165750278","-0.03174227759088860897","0.07960466609644010158","-0.81727826989930314472","0.06512468928980349777","-0.45342473591890136975"
75,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Fair","Above Average","60","5790","379","1605","840","107400",0,0,1,0,0,0,0,1,1,0,0,6,5,"143302.972222222222","185763.807377049180","210051.764044943820","-0.03441766564392686473","-0.02209365996957994344","-0.06627654230345653731","0.01686818036357630251","-0.03558583503351792480","-0.10209859171005549090","-0.41383821672768622135","-0.47357004490062030922","-0.43956037827512748225","0.17038942688323698558","-0.49561616860403833142","-0.92546424423198343388"
76,"PUD - MULTILEVEL - INCL SPLIT LEV/FOYER","Regular","Near Flat/Level","Gentle slope","Townhouse Inside Unit","Split Level","Below Average","Average","21","1596","297","988","462","91000",0,0,1,0,0,0,0,1,1,0,0,3,4,"102300.000000000000","135911.627906976744","166703.384615384615","-0.16797930947954330308","-0.04169682900835159036","-0.12410446896072028907","-0.09937145791826243148","-0.09745162881420532250","-0.12487320634691148313","-2.0197842178302624","-0.89375726850538555885","-0.82308770835142065229","-1.0037742897156595","-1.3572423648799416","-1.1319028558675713"
77,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Good","NA","8475","283","952","952","135750",0,1,0,0,0,0,0,1,1,0,0,3,7,"185224.811567164179","185763.807377049180","175985.477961432507",NULL,"-0.00954370554204015518","-0.13397752960952141742","-0.10615367344200018581","-0.01725522946886980696","-0.06272905970061235801",NULL,"-0.20456606412360679104","-0.88856798421810485206","-1.0722830316890149","-0.24031951785562253927","-0.56860237594729339340"
